expense_category,expense_name,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
"Supplies, technology & equipment",Security equipment,562318.0,445453.6,54,75.0,421738.5,116864.40000000002,79.21738233526226,23715.099999999977,4.217382335262258,593938.1333333333,31620.133333333302,Near pace
Contractual services,Consultant-engineering,557000.0,127480.08,10,75.0,417750.0,429519.92,22.88690843806104,-290269.92,-52.11309156193896,169973.44,-387026.56,Below pace
Transfers & debt service,TRF TO FIRE CIP (D8307),550000.0,412500.0,1,75.0,412500.0,137500.0,75.0,0.0,0.0,550000.0,0.0,Near pace
Other operating costs,Maintenance-boilers,541000.0,332292.55,6,75.0,405750.0,208707.45,61.42191312384473,-73457.45000000001,-13.578086876155268,443056.73333333334,-97943.26666666666,Below pace
Contractual services,Services-architectural,529032.0,454909.94,14,75.0,396774.0,74122.06,85.98911597030047,58135.94,10.989115970300475,606546.5866666667,77514.58666666667,Above pace
Other operating costs,Mileage reimbursements,510173.5,171975.27,551,75.0,382630.125,338198.23,33.709173447856465,-210654.855,-41.290826552143535,229300.36,-280873.14,Below pace
Other operating costs,Skill based pay,506100.0,404592.32,19,75.0,379575.0,101507.68,79.94315747875913,25017.320000000007,4.943157478759133,539456.4266666666,33356.42666666664,Near pace
Other operating costs,Building/Remodel,500500.0,10331.0,8,75.0,375375.0,490169.0,2.064135864135864,-365044.0,-72.93586413586414,13774.666666666666,-486725.3333333333,Below pace
Other operating costs,Recycling carts,500000.0,307057.92,1,75.0,375000.0,192942.08000000002,61.411584,-67942.08000000002,-13.588416000000002,409410.56,-90589.44,Below pace
Contractual services,Services-survey,487211.0,134751.61000000002,16,75.0,365408.25,352459.39,27.657751980148234,-230656.63999999998,-47.342248019851766,179668.81333333335,-307542.18666666665,Below pace
Contractual services,Services-pest control,486294.0,384102.66,115,75.0,364720.5,102191.34000000003,78.9856876704216,19382.159999999974,3.9856876704215978,512136.87999999995,25842.879999999946,Near pace
Other operating costs,Storm drainage,463000.0,98798.38,2,75.0,347250.0,364201.62,21.338742980561555,-248451.62,-53.661257019438445,131731.17333333334,-331268.82666666666,Below pace
Other operating costs,Fleet-equip.unsched. repairs,461152.0,275659.11,26,75.0,345864.0,185492.89,59.77619309902158,-70204.89000000001,-15.223806900978417,367545.48,-93606.52000000002,Below pace
Contractual services,Services-Waste Collection Asst,446200.0,0.0,2,75.0,334650.0,446200.0,0.0,-334650.0,-75.0,0.0,-446200.0,Below pace
Contractual services,Services-appraisal,429707.0,161726.01,30,75.0,322280.25,267980.99,37.63634523058735,-160554.24,-37.36365476941265,215634.68000000002,-214072.31999999998,Below pace
Other operating costs,Elctrcal conductors-wire&cable,417998.0,880394.5999999999,43,75.0,313498.5,-462396.59999999986,210.6217254628012,566896.0999999999,135.6217254628012,1173859.4666666666,755861.4666666666,Above pace
"Supplies, technology & equipment",Fleet-equip. vehicle/equipment modification,417409.0,143656.59,37,75.0,313056.75,273752.41000000003,34.41626558124046,-169400.16,-40.58373441875954,191542.12,-225866.88,Below pace
Transfers & debt service,Trf to HUD Sec 108 Debt Svc,395350.0,329458.3,1,75.0,296512.5,65891.70000000001,83.33332490198558,32945.79999999999,8.333324901985577,439277.73333333334,43927.73333333334,Above pace
"Supplies, technology & equipment",Minor communications equipment,388706.0,78063.61,25,75.0,291529.5,310642.39,20.082944436154833,-213465.89,-54.91705556384517,104084.81333333334,-284621.18666666665,Below pace
Other operating costs,Interdeptl-other,385242.0,277406.55,12,75.0,288931.5,107835.45000000001,72.00838693600386,-11524.950000000012,-2.991613063996141,369875.39999999997,-15366.600000000035,Near pace
"Supplies, technology & equipment",Replacement Vehicles,370000.0,0.0,5,75.0,277500.0,370000.0,0.0,-277500.0,-75.0,0.0,-370000.0,Below pace
"Supplies, technology & equipment",Meter parts,366538.0,105223.89,7,75.0,274903.5,261314.11,28.707498267573893,-169679.61,-46.2925017324261,140298.52,-226239.48,Below pace
Other operating costs,Staff dev-seminars,366098.0,231317.61000000002,59,75.0,274573.5,134780.38999999998,63.18461450212784,-43255.889999999985,-11.815385497872157,308423.48000000004,-57674.51999999996,Below pace
Transfers & debt service,Trf to PID Fund,362679.0,315179.0,4,75.0,272009.25,47500.0,86.90301892306971,43169.75,11.903018923069709,420238.6666666667,57559.666666666686,Above pace
Contractual services,Services-vacant lot clearing,355000.0,104707.91,6,75.0,266250.0,250292.09,29.495185915492957,-161542.09,-45.504814084507046,139610.54666666666,-215389.45333333334,Below pace
Other operating costs,Help Program-AWU,350000.0,308729.49,1,75.0,262500.0,41270.51000000001,88.20842571428571,46229.48999999999,13.20842571428571,411639.32,61639.32000000001,Above pace
"Supplies, technology & equipment",Computer Software,344450.0,660.0,11,75.0,258337.5,343790.0,0.19160981274495573,-257677.5,-74.80839018725504,880.0,-343570.0,Below pace
Other operating costs,Clothing allowances,342190.0,398322.04,137,75.0,256642.5,-56132.03999999998,116.40376399076537,141679.53999999998,41.40376399076537,531096.0533333333,188906.05333333334,Above pace
Transfers & debt service,Tfr to Utility Debt Mgmt Fund,339458.0,6919.4,1,75.0,254593.5,332538.6,2.038367043934743,-247674.1,-72.96163295606526,9225.866666666667,-330232.13333333336,Below pace
Other operating costs,Interpeptl-PW PMD charges,335571.0,206347.96000000002,8,75.0,251678.25,129223.03999999998,61.49159492328003,-45330.28999999998,-13.508405076719967,275130.61333333334,-60440.38666666666,Below pace
Other operating costs,Refrigerant components-HVAC,331200.0,548254.51,21,75.0,248400.0,-217054.51,165.5357820048309,299854.51,90.5357820048309,731006.0133333333,399806.0133333333,Above pace
Other operating costs,Telephone-long distance,328276.0,62070.97,66,75.0,246207.0,266205.03,18.90816568984635,-184136.03,-56.09183431015365,82761.29333333333,-245514.70666666667,Below pace
Other operating costs,Transportation fee expense,323000.0,106599.43999999997,12,75.0,242250.0,216400.56000000003,33.002922600619186,-135650.56000000003,-41.997077399380814,142132.58666666664,-180867.41333333336,Below pace
Other operating costs,Maintenance-electric motors,317961.0,99274.28,12,75.0,238470.75,218686.72,31.222156176386413,-139196.47,-43.77784382361359,132365.70666666667,-185595.29333333333,Below pace
Other operating costs,Identification,316033.0,137926.61,65,75.0,237024.75,178106.39,43.643103726509565,-99098.14000000001,-31.356896273490435,183902.14666666664,-132130.85333333336,Below pace
Other operating costs,Organics carts,304290.0,0.0,1,75.0,228217.5,304290.0,0.0,-228217.5,-75.0,0.0,-304290.0,Below pace
Other operating costs,Interpeptl-PW CSD charges,302544.0,203959.21,7,75.0,226908.0,98584.79000000001,67.4147264530118,-22948.790000000008,-7.585273546988205,271945.61333333334,-30598.386666666658,Below pace
Other operating costs,Furnishings,302000.0,5768.06,8,75.0,226500.0,296231.94,1.909953642384106,-220731.94,-73.09004635761589,7690.746666666667,-294309.25333333336,Below pace
Personnel & benefits,Employee recruiting,300472.0,329799.43,68,75.0,225354.0,-29327.429999999993,109.76045355307649,104445.43,34.76045355307649,439732.5733333333,139260.5733333333,Above pace
Contractual services,Services-court costs,299509.0,300208.67,48,75.0,224631.75,-699.6699999999837,100.2336056679432,75576.91999999998,25.233605667943195,400278.2266666666,100769.22666666663,Above pace
Other operating costs,Luminaires & streetlight equip,276750.0,352947.29,6,75.0,207562.5,-76197.28999999998,127.53289611562782,145384.78999999998,52.53289611562782,470596.38666666666,193846.38666666666,Above pace
Other operating costs,Interdeptl-PW CPM charges,272700.0,30585.73,16,75.0,204525.0,242114.27,11.215889255592225,-173939.27,-63.784110744407776,40780.973333333335,-231919.02666666667,Below pace
Other operating costs,Claims accrual - FSD only,270977.0,9392.0,52,75.0,203232.75,261585.0,3.4659768172206498,-193840.75,-71.53402318277935,12522.666666666666,-258454.33333333334,Below pace
Other operating costs,WC terminal payments,255290.0,62790.91,1,75.0,191467.5,192499.09,24.595914450233067,-128676.59,-50.40408554976693,83721.21333333333,-171568.78666666668,Below pace
Other operating costs,Accident pay,239782.0,7884049.89,1153,75.0,179836.5,-7644267.89,3288.007394216413,7704213.39,3213.007394216413,10512066.52,10272284.52,Above pace
Other operating costs,Maintenance-office equipmen,231201.0,33839.88,25,75.0,173400.75,197361.12,14.636562990644503,-139560.87,-60.36343700935549,45119.84,-186081.16,Below pace
"Supplies, technology & equipment",Computer supplies,229833.0,39563.05,212,75.0,172374.75,190269.95,17.213824820630634,-132811.7,-57.786175179369366,52750.73333333334,-177082.26666666666,Below pace
Personnel & benefits,Employee bus passes,208000.0,75456.24,1,75.0,156000.0,132543.76,36.27703846153847,-80543.76,-38.72296153846153,100608.32,-107391.68,Below pace
Other operating costs,Maintenance-airport runways,200000.0,39355.98,1,75.0,150000.0,160644.02,19.67799,-110644.01999999999,-55.32201,52474.64000000001,-147525.36,Below pace
Personnel & benefits,Services-employee assistance,194026.0,182721.54,1,75.0,145519.5,11304.459999999992,94.17373960190902,37202.04000000001,19.17373960190902,243628.72,49602.72,Above pace
"Supplies, technology & equipment",Medical equipment (noncapital),189472.0,89616.05,15,75.0,142104.0,99855.95,47.29778014693464,-52487.95,-27.70221985306536,119488.06666666667,-69983.93333333333,Below pace
Other operating costs,Fuses and fusing apparatus,182970.0,174454.58000000002,27,75.0,137227.5,8515.419999999984,95.34600207684319,37227.080000000016,20.34600207684319,232606.1066666667,49636.10666666669,Above pace
Other operating costs,Rental-Uniforms,178100.0,42944.7,2,75.0,133575.0,135155.3,24.11268950028074,-90630.3,-50.88731049971926,57259.6,-120840.4,Below pace
Contractual services,Services-towing,178001.0,155767.29,16,75.0,133500.75,22233.709999999992,87.50922185830417,22266.540000000008,12.509221858304173,207689.72,29688.72,Above pace
Other operating costs,"Pull boxes,svc boxes,manholes",175574.0,112436.03,18,75.0,131680.5,63137.97,64.03911171357946,-19244.47,-10.960888286420541,149914.70666666667,-25659.293333333335,Below pace
"Supplies, technology & equipment",Guardrails and materials,175000.0,37605.0,2,75.0,131250.0,137395.0,21.48857142857143,-93645.0,-53.51142857142857,50140.0,-124860.0,Below pace
"Supplies, technology & equipment",Rental-office equipment,172894.0,111606.23999999999,16,75.0,129670.5,61287.76000000001,64.55182944463081,-18064.26000000001,-10.448170555369188,148808.31999999998,-24085.680000000022,Below pace
Other operating costs,Wireless Communication-instal,168530.0,11354.51,12,75.0,126397.5,157175.49,6.737382068474456,-115042.99,-68.26261793152554,15139.346666666666,-153390.65333333332,Below pace
Personnel & benefits,Insurance-temporary employees,166555.0,3351359.72,318,75.0,124916.25,-3184804.72,2012.1639818678514,3226443.47,1937.1639818678514,4468479.626666667,4301924.626666667,Above pace
Other operating costs,Mail distribution cost,165000.0,93330.0,1,75.0,123750.0,71670.0,56.56363636363636,-30420.0,-18.436363636363637,124440.0,-40560.0,Below pace
Contractual services,Legal claims/damages,162500.0,2166088.31,14,75.0,121875.0,-2003588.31,1332.9774215384616,2044213.31,1257.9774215384616,2888117.7466666666,2725617.7466666666,Above pace
Other operating costs,Claims-general liability,157500.0,166368.48,12,75.0,118125.0,-8868.48000000001,105.63078095238096,48243.48000000001,30.63078095238096,221824.64,64324.640000000014,Above pace
Contractual services,Priority mail/parcel services,157109.0,89087.52,140,75.0,117831.75,68021.48,56.70427537569458,-28744.229999999996,-18.29572462430542,118783.36,-38325.64,Below pace
"Supplies, technology & equipment",Welding supplies,156372.0,60532.65,63,75.0,117279.0,95839.35,38.71067070831095,-56746.35,-36.28932929168905,80710.2,-75661.8,Below pace
Contractual services,Services-hospital inpatient,153983.0,122194.69,1,75.0,115487.25,31788.309999999998,79.35596137235929,6707.440000000002,4.355961372359289,162926.25333333333,8943.253333333327,Near pace
Contractual services,Services-environmnt assessment,152490.0,55402.62,13,75.0,114367.5,97087.38,36.33196930946291,-58964.88,-38.66803069053709,73870.16,-78619.84,Below pace
"Supplies, technology & equipment",Animal Supplies,152202.0,99781.14,17,75.0,114151.5,52420.86,65.55836322781566,-14370.36,-9.441636772184339,133041.52,-19160.48000000001,Below pace
Other operating costs,Bad weather pay,152000.0,0.0,1210,75.0,114000.0,152000.0,0.0,-114000.0,-75.0,0.0,-152000.0,Below pace
Personnel & benefits,Contribution to 401a Retirement,146335.0,146335.8,11,75.0,109751.25,-0.7999999999883585,100.00054669081217,36584.54999999999,25.000546690812172,195114.4,48779.399999999994,Above pace
Other operating costs,Fibre-optic,140000.0,83254.88,4,75.0,105000.0,56745.119999999995,59.46777142857143,-21745.119999999995,-15.532228571428568,111006.50666666667,-28993.493333333332,Below pace
Other operating costs,Interdeptl-salaries/fringe,135750.0,-110958.65,6,75.0,101812.5,246708.65,-81.73749539594843,-212771.15,-156.73749539594843,-147944.86666666667,-283694.8666666667,Below pace
"Supplies, technology & equipment",Relays and relaying equipment,131966.0,37760.479999999996,16,75.0,98974.5,94205.52,28.61379446220996,-61214.020000000004,-46.38620553779004,50347.306666666664,-81618.69333333333,Below pace
Contractual services,Services-IT,130652.0,0.0,8,75.0,97989.0,130652.0,0.0,-97989.0,-75.0,0.0,-130652.0,Below pace
Other operating costs,Uninventoried freight,127336.0,134882.31999999998,20,75.0,95502.0,-7546.319999999978,105.92630520826788,39380.31999999998,30.926305208267877,179843.0933333333,52507.093333333294,Above pace
Other operating costs,Dental HMO Premiums,125003.0,95617.9,1,75.0,93752.25,29385.100000000006,76.49248418037968,1865.6499999999942,1.4924841803796767,127490.53333333333,2487.5333333333256,Near pace
Other operating costs,Freight,123995.0,85979.56,63,75.0,92996.25,38015.44,69.34115085285697,-7016.690000000002,-5.65884914714303,114639.41333333333,-9355.58666666667,Below pace
Other operating costs,Electrical switchgear,123536.0,11084.83,10,75.0,92652.0,112451.17,8.972955251910374,-81567.17,-66.02704474808962,14779.773333333333,-108756.22666666667,Below pace
Other operating costs,Tool allowances,120500.0,109524.56999999999,20,75.0,90375.0,10975.430000000008,90.89175933609958,19149.569999999992,15.891759336099582,146032.75999999998,25532.75999999998,Above pace
Other operating costs,"Poles, towers, steel",118000.0,69352.23999999999,3,75.0,88500.0,48647.76000000001,58.7730847457627,-19147.76000000001,-16.226915254237298,92469.65333333332,-25530.34666666668,Below pace
Contractual services,Services-armored courier,116142.0,60175.98,22,75.0,87106.5,55966.02,51.812419279847084,-26930.519999999997,-23.187580720152916,80234.64,-35907.36,Below pace
Other operating costs,Photographic,108951.0,54031.29,67,75.0,81713.25,54919.71,49.59228460500592,-27681.96,-25.407715394994078,72041.72,-36909.28,Below pace
Personnel & benefits,Bond/Theft/Prof Liab Insurance,107520.0,57146.97,47,75.0,80640.0,50373.03,53.15008370535714,-23493.03,-21.84991629464286,76195.96,-31324.039999999994,Below pace
Other operating costs,Small electric motors-water ut,102819.0,24685.339999999997,11,75.0,77114.25,78133.66,24.008539277759944,-52428.91,-50.991460722240056,32913.78666666666,-69905.21333333335,Below pace
Transfers & debt service,Trf to 2nd Street TIF Fund,100000.0,100000.0,1,75.0,75000.0,0.0,100.0,25000.0,25.0,133333.33333333334,33333.33333333334,Above pace
Other operating costs,Claims-auto liability,100000.0,1299172.82,19,75.0,75000.0,-1199172.82,1299.17282,1224172.82,1224.17282,1732230.4266666668,1632230.4266666668,Above pace
Other operating costs,Household Efficiency-AWU,81410.0,8356.9,1,75.0,61057.5,73053.1,10.265200835278222,-52700.6,-64.73479916472178,11142.533333333333,-70267.46666666667,Below pace
Other operating costs,Landscape Conversion Rebate-AWU,80000.0,64767.68,1,75.0,60000.0,15232.32,80.9596,4767.68,5.959599999999995,86356.90666666666,6356.906666666662,Above pace
Other operating costs,Emergency systems telephone,77916.0,58962.520000000004,3,75.0,58437.0,18953.479999999996,75.6744699419888,525.5200000000041,0.6744699419888036,78616.69333333334,700.6933333333436,Near pace
Other operating costs,Improvements to Grounds,73000.0,-3469.83,4,75.0,54750.0,76469.83,-4.7531917808219175,-58219.83,-79.75319178082192,-4626.44,-77626.44,Below pace
Other operating costs,Rainwater Harvesting Rebate-AWU,69826.0,42803.86,3,75.0,52369.5,27022.14,61.30074757253745,-9565.64,-13.699252427462547,57071.81333333333,-12754.186666666668,Below pace
Other operating costs,Capacitors,66500.0,5028.37,3,75.0,49875.0,61471.63,7.561458646616542,-44846.63,-67.43854135338346,6704.493333333333,-59795.50666666667,Below pace
Other operating costs,Maintenance-hydraulic equipmnt,65500.0,20968.06,6,75.0,49125.0,44531.94,32.01230534351146,-28156.94,-42.98769465648854,27957.413333333334,-37542.58666666667,Below pace
Other operating costs,Wireless Communication-towers,64560.0,0.0,4,75.0,48420.0,64560.0,0.0,-48420.0,-75.0,0.0,-64560.0,Below pace
Other operating costs,Training-basics,63698.0,18254.12,35,75.0,47773.5,45443.880000000005,28.657289082859744,-29519.38,-46.34271091714025,24338.826666666664,-39359.17333333334,Below pace
Other operating costs,Electrical transformers,57360.0,56354.34,10,75.0,43020.0,1005.6600000000035,98.24675732217574,13334.339999999997,23.24675732217574,75139.12,17779.119999999995,Above pace
Other operating costs,"Poles, streetlight",56000.0,303857.17,8,75.0,42000.0,-247857.16999999998,542.6020892857143,261857.16999999998,467.6020892857143,405142.8933333333,349142.8933333333,Above pace
Transfers & debt service,Trf to Barton Springs Consrvtn,53000.0,53000.0,1,75.0,39750.0,0.0,100.0,13250.0,25.0,70666.66666666667,17666.66666666667,Above pace
Contractual services,Services-medical stipend,50000.0,42057.34,1,75.0,37500.0,7942.6600000000035,84.11468,4557.3399999999965,9.114680000000007,56076.45333333333,6076.453333333331,Above pace
Other operating costs,Structured settlements,50000.0,28482.05,1,75.0,37500.0,21517.95,56.9641,-9017.95,-18.035899999999998,37976.066666666666,-12023.933333333334,Below pace
Other operating costs,PCS administration costs,50000.0,0.0,1,75.0,37500.0,50000.0,0.0,-37500.0,-75.0,0.0,-50000.0,Below pace
Other operating costs,Tires/tubes,49525.0,45582.909999999996,15,75.0,37143.75,3942.090000000004,92.04020191822312,8439.159999999996,17.04020191822312,60777.213333333326,11252.213333333326,Above pace
Other operating costs,Dietary hardware,47848.0,19410.82,93,75.0,35886.0,28437.18,40.56767262999498,-16475.18,-34.43232737000502,25881.093333333334,-21966.906666666666,Below pace
Contractual services,Interdept-Services Carpentry,42788.0,0.0,13,75.0,32091.0,42788.0,0.0,-32091.0,-75.0,0.0,-42788.0,Below pace
Contractual services,Services-land planner,40000.0,0.0,3,75.0,30000.0,40000.0,0.0,-30000.0,-75.0,0.0,-40000.0,Below pace
Contractual services,Services-sign language,40000.0,9227.75,8,75.0,30000.0,30772.25,23.069375,-20772.25,-51.930625,12303.666666666666,-27696.333333333336,Below pace
Other operating costs,Invn adj-obsolescence,40000.0,240944.36,2,75.0,30000.0,-200944.36,602.3609,210944.36,527.3609,321259.14666666667,281259.14666666667,Above pace
Other operating costs,Telephone language line,38500.0,24874.949999999997,5,75.0,28875.0,13625.050000000003,64.61025974025972,-4000.050000000003,-10.389740259740279,33166.6,-5333.4000000000015,Below pace
Other operating costs,Other paid leave,37858.0,1801552.06,168,75.0,28393.5,-1763694.06,4758.709017909028,1773158.56,4683.709017909028,2402069.4133333336,2364211.4133333336,Above pace
"Supplies, technology & equipment",Radio Communication Equipment,37000.0,0.0,3,75.0,27750.0,37000.0,0.0,-27750.0,-75.0,0.0,-37000.0,Below pace
"Supplies, technology & equipment",Boiler equipment,36000.0,0.0,7,75.0,27000.0,36000.0,0.0,-27000.0,-75.0,0.0,-36000.0,Below pace
Transfers & debt service,Trf to E Sixth St PID (7911),35000.0,35000.0,1,75.0,26250.0,0.0,100.0,8750.0,25.0,46666.666666666664,11666.666666666664,Above pace
Other operating costs,"Poles, wood",34600.0,102865.44,9,75.0,25950.0,-68265.44,297.2989595375723,76915.44,222.29895953757227,137153.92,102553.92000000001,Above pace
Contractual services,Interdept-Services HVAC,33000.0,0.0,6,75.0,24750.0,33000.0,0.0,-24750.0,-75.0,0.0,-33000.0,Below pace
Contractual services,Interdept-Services Electrical,32638.0,4248.0,14,75.0,24478.5,28390.0,13.015503400943686,-20230.5,-61.984496599056314,5664.0,-26974.0,Below pace
"Supplies, technology & equipment",Telephone equipment,31300.0,1729.82,23,75.0,23475.0,29570.18,5.526581469648562,-21745.18,-69.47341853035144,2306.4266666666667,-28993.573333333334,Below pace
Contractual services,Services-accounting,30000.0,2387.5,1,75.0,22500.0,27612.5,7.958333333333333,-20112.5,-67.04166666666667,3183.3333333333335,-26816.666666666668,Below pace
Other operating costs,Bedding/linen,30000.0,30548.0,12,75.0,22500.0,-548.0,101.82666666666667,8048.0,26.826666666666668,40730.666666666664,10730.666666666664,Above pace
Other operating costs,Invn adj-physical inventory,30000.0,79708.11,2,75.0,22500.0,-49708.11,265.6937,57208.11,190.69369999999998,106277.48,76277.48,Above pace
Other operating costs,Inkind costs-City,29166.0,0.0,2,75.0,21874.5,29166.0,0.0,-21874.5,-75.0,0.0,-29166.0,Below pace
Other operating costs,Laundry expense,27250.0,22128.0,21,75.0,20437.5,5122.0,81.20366972477065,1690.5,6.2036697247706485,29504.0,2254.0,Above pace
Contractual services,Services-trans (non-emerg),25270.0,9809.5,6,75.0,18952.5,15460.5,38.818757419865456,-9143.0,-36.181242580134544,13079.333333333334,-12190.666666666666,Below pace
Contractual services,Services-closing/title insur,25200.0,44.92,2,75.0,18900.0,25155.08,0.17825396825396825,-18855.08,-74.82174603174603,59.89333333333334,-25140.106666666667,Below pace
Other operating costs,Commercial Recycling Rebate,25000.0,20078.96,1,75.0,18750.0,4921.040000000001,80.31584,1328.9599999999991,5.315839999999994,26771.946666666667,1771.9466666666667,Above pace
"Supplies, technology & equipment",Packing supplies,24870.0,24966.149999999998,9,75.0,18652.5,-96.14999999999782,100.3866103739445,6313.649999999998,25.386610373944507,33288.2,8418.199999999997,Above pace
Other operating costs,Interdeptl-claims/court costs,24720.0,0.0,1,75.0,18540.0,24720.0,0.0,-18540.0,-75.0,0.0,-24720.0,Below pace
Other operating costs,Arbitrage rebate-admin exp,23408.0,16010.0,3,75.0,17556.0,7398.0,68.39542036910458,-1546.0,-6.604579630895415,21346.666666666668,-2061.333333333332,Below pace
Other operating costs,Irrigation Efficiency-AWU,22660.0,3997.98,2,75.0,16995.0,18662.02,17.64333627537511,-12997.02,-57.356663724624894,5330.64,-17329.36,Below pace
Other operating costs,Reimbursable business expen,17295.0,1414.95,27,75.0,12971.25,15880.05,8.181266261925412,-11556.3,-66.81873373807458,1886.6000000000001,-15408.4,Below pace
Transfers & debt service,TRF TO ECON GROWTH_DEV(D5507),15163.0,15163.0,2,75.0,11372.25,0.0,100.0,3790.75,25.0,20217.333333333332,5054.333333333332,Above pace
Contractual services,Interdept-Services Plumbing,15000.0,0.0,3,75.0,11250.0,15000.0,0.0,-11250.0,-75.0,0.0,-15000.0,Below pace
Other operating costs,Rental-safe deposit/postal,13511.0,15053.59,8,75.0,10133.25,-1542.5900000000001,111.41728961586855,4920.34,36.417289615868555,20071.453333333335,6560.453333333335,Above pace
Other operating costs,Util rev bnd commission exp,12580.0,391192.91,5,75.0,9435.0,-378612.91,3109.641573926868,381757.91,3034.641573926868,521590.54666666663,509010.54666666663,Above pace
Other operating costs,Meter card-seal-graph-tape,12000.0,0.0,1,75.0,9000.0,12000.0,0.0,-9000.0,-75.0,0.0,-12000.0,Below pace
Other operating costs,Pressure Reduction Valve Rebate-AWU,10713.0,1050.0,2,75.0,8034.75,9663.0,9.801176141136937,-6984.75,-65.19882385886307,1400.0,-9313.0,Below pace
Other operating costs,Interdept- Public Works-Office of City Architect charges,7000.0,69969.53,4,75.0,5250.0,-62969.53,999.5647142857143,64719.53,924.5647142857143,93292.70666666667,86292.70666666667,Above pace
Other operating costs,Gift Cards,6500.0,12541.0,5,75.0,4875.0,-6041.0,192.93846153846152,7666.0,117.93846153846152,16721.333333333332,10221.333333333332,Above pace
Other operating costs,Interpeptl-PW QMD charges,5400.0,0.0,4,75.0,4050.0,5400.0,0.0,-4050.0,-75.0,0.0,-5400.0,Below pace
"Supplies, technology & equipment",Office Equipment,5244.0,0.0,4,75.0,3933.0,5244.0,0.0,-3933.0,-75.0,0.0,-5244.0,Below pace
Contractual services,Services-transcription leg/med,5000.0,12026.22,2,75.0,3750.0,-7026.219999999999,240.5244,8276.22,165.5244,16034.96,11034.96,Above pace
Other operating costs,Discretionary relocation allow,5000.0,10000.0,5,75.0,3750.0,-5000.0,200.0,6250.0,125.0,13333.333333333334,8333.333333333334,Above pace
Other operating costs,Zero Waste Event Rebate,4000.0,611.81,1,75.0,3000.0,3388.19,15.295249999999998,-2388.19,-59.704750000000004,815.7466666666666,-3184.2533333333336,Below pace
Other operating costs,Other costs,2112.0,-652.8599999999999,3,75.0,1584.0,2764.8599999999997,-30.911931818181813,-2236.8599999999997,-105.91193181818181,-870.4799999999999,-2982.48,Below pace
Personnel & benefits,Sick pay,1500.0,45867114.32,1301,75.0,1125.0,-45865614.32,3057807.621333333,45865989.32,3057732.621333333,61156152.42666667,61154652.42666667,Above pace
Other operating costs,Interdeptl-indirect cost,730.0,0.0,2,75.0,547.5,730.0,0.0,-547.5,-75.0,0.0,-730.0,Below pace
Other operating costs,Credit Card Admin Fees,200.0,2127.75,21,75.0,150.0,-1927.75,1063.875,1977.75,988.875,2837.0,2637.0,Above pace
"Supplies, technology & equipment",Fuel-auxiliary equipment,100.0,72.0,2,75.0,75.0,28.0,72.0,-3.0,-3.0,96.0,-4.0,Near pace
Contractual services,Services-Wellness Program,0.0,22496.98,2,75.0,0.0,-22496.98,,22496.98,,29995.97333333333,29995.97333333333,Review: spend without budget
Contractual services,Services-Employment Verification,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Contractual services,Service Incentive Enhancement,0.0,0.0,29,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Health Care Reform Fees & Taxes,0.0,106829.29000000001,3,75.0,0.0,-106829.29000000001,,106829.29000000001,,142439.05333333334,142439.05333333334,Review: spend without budget
Other operating costs,Interdeptl-records retention,0.0,69.7,1,75.0,0.0,-69.7,,69.7,,92.93333333333334,92.93333333333334,Review: spend without budget
Other operating costs,Short-term disability premiums,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Staff dev-travel,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Surety bond amort expense,0.0,13854.12,1,75.0,0.0,-13854.12,,13854.12,,18472.16,18472.16,Review: spend without budget
Contractual services,Interdeptl-contractual svcs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,STP FAS 148,0.0,-201502.23,1,75.0,0.0,201502.23,,-201502.23,,-268669.64,-268669.64,Review: non-positive budget
Other operating costs,Severance pay,0.0,7224.3,9,75.0,0.0,-7224.3,,7224.3,,9632.4,9632.4,Review: spend without budget
Other operating costs,Loan Proceeds Disbursements,0.0,3813.07,4,75.0,0.0,-3813.07,,3813.07,,5084.093333333333,5084.093333333333,Review: spend without budget
Other operating costs,Loss on disposal of assets,0.0,-509519.88,1,75.0,0.0,509519.88,,-509519.88,,-679359.84,-679359.84,Review: non-positive budget
Other operating costs,Jury leave,0.0,275595.58,1229,75.0,0.0,-275595.58,,275595.58,,367460.7733333334,367460.7733333334,Review: spend without budget
Transfers & debt service,Trf of Capital Assets,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Transfers & debt service,TRF TO EMS CIP (D9307),0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Transfers & debt service,Trf To GF Budget Stablztn Fund,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Contractual services,Services-land acquisition,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
